"bigram","rep_n","dem_n","rep_not","dem_not","ps_pvalue","compare","which","sig","app_ratio","R_ratio","D_ratio"
"child receive",5,24,478113,834941,0.050874735367595,-1.82860503510202e-05,"D",0,-1.82860503510202e-05,0.0010457669445618,0.00287437197966382
"child school",20,32,478098,834933,0.870460435146065,3.5057180536212e-06,"R",0,3.5057180536212e-06,0.00418306777824721,0.00383249597288509
"child senior",1,23,478117,834942,0.00213452051019267,-2.5454530915988e-05,"D",1,-2.5454530915988e-05,0.000209153388912361,0.00275460648051116
"child serve",8,22,478110,834943,0.357793432147118,-9.61613870059615e-06,"D",0,-9.61613870059615e-06,0.00167322711129888,0.0026348409813585
"child spouse",8,21,478110,834944,0.426742932062464,-8.41848370906956e-06,"D",0,-8.41848370906956e-06,0.00167322711129888,0.00251507548220584
"child support",11,33,478107,834932,0.156619122244554,-1.65157419400178e-05,"D",0,-1.65157419400178e-05,0.00230068727803597,0.00395226147203775
"child united",9,39,478109,834926,0.016708094763804,-2.78847396674246e-05,"D",1,-2.78847396674246e-05,0.00188238050021125,0.0046708544669537
"child welfare",47,88,478071,834877,0.767064004611752,-7.09154646553055e-06,"D",0,-7.09154646553055e-06,0.00983020927888095,0.010539363925434
"child youth",46,136,478072,834829,0.00232163655192017,-6.66705199479305e-05,"D",1,-6.66705199479305e-05,0.00962105588996858,0.0162881078847616
"childhood education",2,35,478116,834930,0.000177653915571438,-3.77348569251835e-05,"D",1,-3.77348569251835e-05,0.000418306777824721,0.00419179247034307
"childhood elementary",0,26,478118,834939,0.000257418185104556,-3.11390297796914e-05,"D",1,-3.11390297796914e-05,0,0.00311390297796914
"childhood obesity",17,42,478101,834923,0.281182432242429,-1.47454335290155e-05,"D",0,-1.47454335290155e-05,0.00355560761151013,0.00503015096441168
"childrens education",24,15,478094,834950,0.00197013234063158,3.22319884660677e-05,"R",1,3.22319884660677e-05,0.00501968133389665,0.00179648248728989
"childrens future",22,9,478096,834956,0.000137913545886635,3.523485063698e-05,"R",1,3.523485063698e-05,0.00460137455607193,0.00107788949237393
"childrens health",6,39,478112,834926,0.00219459511558318,-3.41593413347954e-05,"D",1,-3.41593413347954e-05,0.00125492033347416,0.0046708544669537
"childrens hospital",15,66,478103,834899,0.00123184040455273,-4.76722211039009e-05,"D",1,-4.76722211039009e-05,0.00313730083368541,0.0079045229440755
"china china",19,33,478099,834932,0.999999999997365,2.16529172971005e-07,"R",0,2.16529172971005e-07,0.00397391438933485,0.00395226147203775
"china country",18,23,478100,834942,0.403994962849341,1.01015451991133e-05,"R",0,1.01015451991133e-05,0.00376476100042249,0.00275460648051116
"china currency",66,84,478052,834881,0.0647966931299647,3.74382173939243e-05,"R",0,3.74382173939243e-05,0.0138041236682158,0.0100603019288234
"china india",16,26,478102,834939,0.947070236064512,2.32551244628633e-06,"R",0,2.32551244628633e-06,0.00334645422259777,0.00311390297796914
"china sell",4,21,478114,834944,0.0557213104079154,-1.6784619265564e-05,"D",0,-1.6784619265564e-05,0.000836613555649442,0.00251507548220584
"china taiwan",34,37,478084,834928,0.0592626587155888,2.67989175437187e-05,"R",0,2.67989175437187e-05,0.00711121522302026,0.00443132346864839
"china trade",11,31,478107,834934,0.223856811942303,-1.41204319569647e-05,"D",0,-1.41204319569647e-05,0.00230068727803597,0.00371273047373243
"chinese currency",14,36,478104,834929,0.27606172572211,-1.38341052472268e-05,"D",0,-1.38341052472268e-05,0.00292814744477305,0.00431155796949573
"chinese exclusion",0,31,478118,834934,5.65796813549493e-05,-3.71273047373243e-05,"D",1,-3.71273047373243e-05,0,0.00371273047373243
"chinese government",24,38,478094,834927,0.80719178533395,4.68592366095607e-06,"R",0,4.68592366095607e-06,0.00501968133389665,0.00455108896780105
"chinese immigrant",1,32,478117,834933,0.000142148892930923,-3.62334258397273e-05,"D",1,-3.62334258397273e-05,0.000209153388912361,0.00383249597288509
"chippewa tribe",1,25,478117,834940,0.0011655099554737,-2.78498408990412e-05,"D",1,-2.78498408990412e-05,0.000209153388912361,0.00299413747881648
"chosen swear",17,30,478101,834935,0.999999999999982,-3.73573630696435e-07,"D",0,-3.73573630696435e-07,0.00355560761151013,0.00359296497457977
"christian church",8,21,478110,834944,0.426742932062464,-8.41848370906956e-06,"D",0,-8.41848370906956e-06,0.00167322711129888,0.00251507548220584
"christmas day",34,19,478084,834946,5.03124797373851e-05,4.83567073911974e-05,"R",1,4.83567073911974e-05,0.00711121522302026,0.00227554448390052
"christmas eve",21,7,478097,834958,5.18424712443343e-05,3.55386267309096e-05,"R",1,3.55386267309096e-05,0.00439222116715957,0.000838358494068614
"christmas tree",30,24,478088,834941,0.00539884910806641,3.400229687707e-05,"R",1,3.400229687707e-05,0.00627460166737082,0.00287437197966382
"chronic disease",8,45,478110,834920,0.00205205366192185,-3.71622035057077e-05,"D",1,-3.71622035057077e-05,0.00167322711129888,0.00538944746186966
"chuck percy",2,28,478116,834937,0.00139262914188161,-2.93512719844973e-05,"D",1,-2.93512719844973e-05,0.000418306777824721,0.00335343397627445
"church community",10,30,478108,834935,0.181655825689912,-1.50143108545617e-05,"D",0,-1.50143108545617e-05,0.00209153388912361,0.00359296497457977
"circuit court",92,164,478026,834801,0.926064206724295,-3.99430081098921e-06,"D",0,-3.99430081098921e-06,0.0192421117799372,0.0196415418610361
"circuit district",5,79,478113,834886,1.28181621056551e-08,-8.41570748849827e-05,"D",1,-8.41570748849827e-05,0.0010457669445618,0.00946147443306007
"circuit judge",61,74,478057,834891,0.0424442701436433,3.89570978635722e-05,"R",1,3.89570978635722e-05,0.012758356723654,0.00886264693729677
"circuit judicial",0,23,478118,834942,0.000643823115872122,-2.75460648051116e-05,"D",1,-2.75460648051116e-05,0,0.00275460648051116
"circumstance hold",3,21,478115,834944,0.0262554676622653,-1.88761531546876e-05,"D",1,-1.88761531546876e-05,0.000627460166737082,0.00251507548220584
"cite speaker",5,21,478113,834944,0.10590273346188,-1.46930853764404e-05,"D",0,-1.46930853764404e-05,0.0010457669445618,0.00251507548220584
"citizen advisory",0,46,478118,834919,6.38533680739865e-07,-5.50921296102232e-05,"D",1,-5.50921296102232e-05,0,0.00550921296102232
"citizen community",12,29,478106,834936,0.430503113627404,-9.63358808478788e-06,"D",0,-9.63358808478788e-06,0.00250984066694833,0.00347319947542711
"citizen country",29,29,478089,834936,0.0439857704344978,2.59224880303134e-05,"R",1,2.59224880303134e-05,0.00606544827845846,0.00347319947542711
"citizen district",4,22,478114,834943,0.042922609463575,-1.79822742570906e-05,"D",1,-1.79822742570906e-05,0.000836613555649442,0.0026348409813585
"citizen enemy",21,14,478097,834951,0.00643931672473937,2.71550417902234e-05,"R",1,2.71550417902234e-05,0.00439222116715957,0.00167671698813723
"citizen hold",22,18,478096,834947,0.0226716887611117,2.44559557132407e-05,"R",1,2.44559557132407e-05,0.00460137455607193,0.00215577898474786
"citizen join",22,9,478096,834956,0.000137913545886635,3.523485063698e-05,"R",1,3.523485063698e-05,0.00460137455607193,0.00107788949237393
"citizen lawful",9,27,478109,834938,0.211368573933861,-1.35128797691055e-05,"D",0,-1.35128797691055e-05,0.00188238050021125,0.0032336684771218
"citizen nation",48,13,478070,834952,1.70601830946295e-11,8.48241117880874e-05,"R",1,8.48241117880874e-05,0.0100393626677933,0.00155695148898457
"citizen united",42,96,478076,834869,0.170427288568417,-2.71304558433613e-05,"D",0,-2.71304558433613e-05,0.00878444233431914,0.0114974879186553
"citizenscitizens sense",37,0,478081,834965,3.61386274384364e-15,7.73867538975734e-05,"R",1,7.73867538975734e-05,0.00773867538975734,0
"citizenship immigration",5,21,478113,834944,0.10590273346188,-1.46930853764404e-05,"D",0,-1.46930853764404e-05,0.0010457669445618,0.00251507548220584
"citizenship leadership",92,2,478026,834963,1.2043721501533e-34,0.000190025807816319,"R",1,0.000190025807816319,0.0192421117799372,0.000239530998305318
"city chicago",3,28,478115,834937,0.00365087153694836,-2.72597380953737e-05,"D",1,-2.72597380953737e-05,0.000627460166737082,0.00335343397627445
"city cleveland",2,26,478116,834939,0.00250831013996278,-2.69559620014442e-05,"D",1,-2.69559620014442e-05,0.000418306777824721,0.00311390297796914
"city college",1,25,478117,834940,0.0011655099554737,-2.78498408990412e-05,"D",1,-2.78498408990412e-05,0.000209153388912361,0.00299413747881648
"city council",49,120,478069,834845,0.0543245840630083,-4.12334384161342e-05,"D",0,-4.12334384161342e-05,0.0102485160567057,0.0143718598983191
"city country",7,32,478111,834933,0.0257558886402914,-2.36842225049857e-05,"D",1,-2.36842225049857e-05,0.00146407372238652,0.00383249597288509
"city county",48,23,478070,834942,9.33186633366561e-08,7.28475618728215e-05,"R",1,7.28475618728215e-05,0.0100393626677933,0.00275460648051116
"city hall",8,24,478110,834941,0.246896225054987,-1.20114486836493e-05,"D",0,-1.20114486836493e-05,0.00167322711129888,0.00287437197966382
"city nj",0,21,478118,834944,0.00119116883773933,-2.51507548220584e-05,"D",1,-2.51507548220584e-05,0,0.00251507548220584
"city school",24,36,478094,834929,0.657424154878506,7.08123364400925e-06,"R",0,7.08123364400925e-06,0.00501968133389665,0.00431155796949573
"city york",4,40,478114,834925,0.000306563072460443,-3.95400641045692e-05,"D",1,-3.95400641045692e-05,0.000836613555649442,0.00479061996610636
"civic engagement",10,29,478108,834936,0.218130036554067,-1.38166558630351e-05,"D",0,-1.38166558630351e-05,0.00209153388912361,0.00347319947542711
"civic life",0,24,478118,834941,0.00047394563692805,-2.87437197966382e-05,"D",1,-2.87437197966382e-05,0,0.00287437197966382
"civil act",5,72,478113,834893,9.41175910553429e-08,-7.57734899442965e-05,"D",1,-7.57734899442965e-05,0.0010457669445618,0.00862311593899145
"civil action",32,177,478086,834788,3.65127197817143e-10,-0.000145055849048251,"D",1,-0.000145055849048251,0.00669290844519554,0.0211984933500207
"civil air",34,24,478084,834941,0.000728369644872068,4.23684324335644e-05,"R",1,4.23684324335644e-05,0.00711121522302026,0.00287437197966382
"civil criminal",8,33,478110,834932,0.0369241300141292,-2.27903436073887e-05,"D",1,-2.27903436073887e-05,0.00167322711129888,0.00395226147203775
"civil engineer",12,26,478106,834939,0.652288713408462,-6.0406231102081e-06,"D",0,-6.0406231102081e-06,0.00250984066694833,0.00311390297796914
"civil human",1,22,478117,834943,0.00289090783138105,-2.42568759244614e-05,"D",1,-2.42568759244614e-05,0.000209153388912361,0.0026348409813585
"civil law",5,23,478113,834942,0.0651704090761061,-1.70883953594936e-05,"D",0,-1.70883953594936e-05,0.0010457669445618,0.00275460648051116
"civil liberty",26,104,478092,834861,0.000145931658250626,-7.01762380015517e-05,"D",1,-7.01762380015517e-05,0.00543798811172137,0.0124556119118765
"civil movement",1,81,478117,834884,7.59983516617542e-11,-9.49185204245303e-05,"D",1,-9.49185204245303e-05,0.000209153388912361,0.00970100543136539
"civil penalty",9,76,478109,834889,1.32939950347088e-06,-7.21979743539085e-05,"D",1,-7.21979743539085e-05,0.00188238050021125,0.00910217793560209
"civil servant",6,32,478112,834933,0.0133834154175626,-2.57757563941093e-05,"D",1,-2.57757563941093e-05,0.00125492033347416,0.00383249597288509
"civil service",26,65,478092,834900,0.148322761569403,-2.34676933320147e-05,"D",0,-2.34676933320147e-05,0.00543798811172137,0.00778475744492284
"civil society",19,42,478099,834923,0.470635813127356,-1.05623657507683e-05,"D",0,-1.05623657507683e-05,0.00397391438933485,0.00503015096441168
"civil war",75,138,478043,834827,0.769542884832612,-8.41134714639914e-06,"D",0,-8.41134714639914e-06,0.015686504168427,0.016527638883067
"civilian court",94,17,478024,834948,1.16999828852231e-25,0.000176244050721667,"R",1,0.000176244050721667,0.0196604185577619,0.0020360134855952
"civilian employee",21,63,478097,834902,0.0393674270954434,-3.15300527945795e-05,"D",1,-3.15300527945795e-05,0.00439222116715957,0.00754522644661752
"civilian life",18,35,478100,834930,0.819733511472296,-4.27031469920578e-06,"D",0,-4.27031469920578e-06,0.00376476100042249,0.00419179247034307
"civilian military",18,21,478100,834944,0.272211435116486,1.24968551821665e-05,"R",0,1.24968551821665e-05,0.00376476100042249,0.00251507548220584
"civilian personnel",24,103,478094,834862,6.07517992939465e-05,-7.31616507882723e-05,"D",1,-7.31616507882723e-05,0.00501968133389665,0.0123358464127239
"civilian trial",29,11,478089,834954,4.66936537041918e-06,4.74802778777921e-05,"R",1,4.74802778777921e-05,0.00606544827845846,0.00131742049067925
"civilization statement",35,0,478083,834965,2.12961866484083e-14,7.32036861193262e-05,"R",1,7.32036861193262e-05,0.00732036861193262,0
"claim allege",3,33,478115,834932,0.000874547081269857,-3.32480130530067e-05,"D",1,-3.32480130530067e-05,0.000627460166737082,0.00395226147203775
"claim life",7,29,478111,834936,0.0520694737398585,-2.00912575304059e-05,"D",0,-2.00912575304059e-05,0.00146407372238652,0.00347319947542711
"claim patent",8,34,478110,834931,0.0293778757246346,-2.39879985989152e-05,"D",1,-2.39879985989152e-05,0.00167322711129888,0.00407202697119041
"claim settlement",44,33,478074,834932,0.000250011094703482,5.25048764010611e-05,"R",1,5.25048764010611e-05,0.00920274911214386,0.00395226147203775
"claimed invention",7,36,478111,834929,0.00973139457444931,-2.8474842471092e-05,"D",1,-2.8474842471092e-05,0.00146407372238652,0.00431155796949573
"clarence cannon",5,21,478113,834944,0.10590273346188,-1.46930853764404e-05,"D",0,-1.46930853764404e-05,0.0010457669445618,0.00251507548220584
"clarence thomas",24,3,478094,834962,4.57901704571568e-08,4.66038483643868e-05,"R",1,4.66038483643868e-05,0.00501968133389665,0.000359296497457977
"clarify jurisdiction",7,22,478111,834943,0.237723259349478,-1.17076725897198e-05,"D",0,-1.17076725897198e-05,0.00146407372238652,0.0026348409813585
"class act",91,9,478027,834956,2.56152579191038e-29,0.000179550688986509,"R",1,0.000179550688986509,0.0190329583910248,0.00107788949237393
"class airspace",74,13,478044,834952,1.17979841846009e-20,0.000139203992905301,"R",1,0.000139203992905301,0.0154773507795147,0.00155695148898457
"class america",5,23,478113,834942,0.0651704090761061,-1.70883953594936e-05,"D",0,-1.70883953594936e-05,0.0010457669445618,0.00275460648051116
"class american",6,24,478112,834941,0.0932605849733469,-1.61945164618966e-05,"D",0,-1.61945164618966e-05,0.00125492033347416,0.00287437197966382
"class country",3,22,478115,834943,0.0198667003465699,-2.00738081462142e-05,"D",1,-2.00738081462142e-05,0.000627460166737082,0.0026348409813585
"class family",6,54,478112,834911,3.82720561454201e-05,-5.21241662076943e-05,"D",1,-5.21241662076943e-05,0.00125492033347416,0.00646733695424359
"class petry",1,21,478117,834944,0.00391755157548851,-2.30592209329348e-05,"D",1,-2.30592209329348e-05,0.000209153388912361,0.00251507548220584
"class program",30,9,478088,834956,3.55406130340836e-07,5.19671217499688e-05,"R",1,5.19671217499688e-05,0.00627460166737082,0.00107788949237393
"class warfare",41,38,478077,834927,0.00607245085880632,4.02419997760574e-05,"R",1,4.02419997760574e-05,0.00857528894540678,0.00455108896780105
"classifiable subheading",0,34,478118,834931,2.29337192354801e-05,-4.07202697119041e-05,"D",1,-4.07202697119041e-05,0,0.00407202697119041
"classified adjustment",0,52,478118,834913,1.07971396934791e-07,-6.22780595593827e-05,"D",1,-6.22780595593827e-05,0,0.00622780595593827
"classified annex",17,34,478101,834931,0.755496758042901,-5.1641935968028e-06,"D",0,-5.1641935968028e-06,0.00355560761151013,0.00407202697119041
"classified information",9,28,478109,834937,0.174713939548764,-1.47105347606321e-05,"D",0,-1.47105347606321e-05,0.00188238050021125,0.00335343397627445
"classroom practice",24,2,478094,834963,1.06854860364864e-08,4.78015033559133e-05,"R",1,4.78015033559133e-05,0.00501968133389665,0.000239530998305318
"clause ii",57,202,478061,834763,1.99955759043201e-06,-0.000122708876608326,"D",1,-0.000122708876608326,0.0119217431680046,0.0241926308288371
"clause iii",19,69,478099,834896,0.00545724924876573,-4.28990505219863e-05,"D",1,-4.28990505219863e-05,0.00397391438933485,0.00826381944153348
"clause insert",10,35,478108,834930,0.0682547712512346,-2.10025858121946e-05,"D",0,-2.10025858121946e-05,0.00209153388912361,0.00419179247034307
"clause iv",5,40,478113,834925,0.000745275792437906,-3.74485302154456e-05,"D",1,-3.74485302154456e-05,0.0010457669445618,0.00479061996610636
"clause rule",45,21,478073,834944,1.63999579738052e-07,6.89682701885038e-05,"R",1,6.89682701885038e-05,0.00941190250105623,0.00251507548220584
"clause strike",7,52,478111,834913,0.000154741976643077,-4.76373223355175e-05,"D",1,-4.76373223355175e-05,0.00146407372238652,0.00622780595593827
"clean air",188,668,477930,834297,2.0782573622943e-18,-0.000406825163184525,"D",1,-0.000406825163184525,0.0393208371155238,0.0800033534339763
"clean energy",27,208,478091,834757,3.46680695352435e-15,-0.000192640823231194,"D",1,-0.000192640823231194,0.00564714150063373,0.0249112238237531
"clean extension",11,52,478107,834913,0.00274197430332536,-3.92711867790231e-05,"D",1,-3.92711867790231e-05,0.00230068727803597,0.00622780595593827
"clean water",48,152,478070,834813,0.000350639369979793,-8.16499320341088e-05,"D",1,-8.16499320341088e-05,0.0100393626677933,0.0182043558712042
"clericalamendment table",20,63,478098,834902,0.0265714000083905,-3.36215866837031e-05,"D",1,-3.36215866837031e-05,0.00418306777824721,0.00754522644661752
"clerk announce",41,74,478077,834891,0.942272975104856,-2.8735799188999e-06,"D",0,-2.8735799188999e-06,0.00857528894540678,0.00886264693729677
"cleveland community",2,45,478116,834920,9.42236282413983e-06,-4.97114068404494e-05,"D",1,-4.97114068404494e-05,0.000418306777824721,0.00538944746186966
"cleveland ohio",4,43,478114,834922,0.000131446179914714,-4.3133029079149e-05,"D",1,-4.3133029079149e-05,0.000836613555649442,0.00514991646356434
"cleveland police",0,24,478118,834941,0.00047394563692805,-2.87437197966382e-05,"D",1,-2.87437197966382e-05,0,0.00287437197966382
"cleveland university",7,23,478111,834942,0.193940303625373,-1.29053275812464e-05,"D",0,-1.29053275812464e-05,0.00146407372238652,0.00275460648051116
"climate change",56,178,478062,834787,9.62087877386152e-05,-9.60566907008113e-05,"D",1,-9.60566907008113e-05,0.0117125897790922,0.0213182588491733
"clinical trial",3,29,478115,834936,0.00274585688379751,-2.84573930869003e-05,"D",1,-2.84573930869003e-05,0.000627460166737082,0.00347319947542711
"clinton administration",38,55,478080,834910,0.433159159188533,1.36072632527345e-05,"R",0,1.36072632527345e-05,0.0079478287786697,0.00658710245339625
"clinton leave",0,28,478118,834937,0.000140187629586061,-3.35343397627445e-05,"D",1,-3.35343397627445e-05,0,0.00335343397627445
"clinton president",12,33,478106,834932,0.228703055021982,-1.44242080508942e-05,"D",0,-1.44242080508942e-05,0.00250984066694833,0.00395226147203775
"close debate",3,29,478115,834936,0.00274585688379751,-2.84573930869003e-05,"D",1,-2.84573930869003e-05,0.000627460166737082,0.00347319947542711
"close door",17,31,478101,834934,0.999999999991815,-1.57122862222303e-06,"D",0,-1.57122862222303e-06,0.00355560761151013,0.00371273047373243
"close friend",35,39,478083,834926,0.0679559225068219,2.64951414497891e-05,"R",0,2.64951414497891e-05,0.00732036861193262,0.0046708544669537
"close gap",9,27,478109,834938,0.211368573933861,-1.35128797691055e-05,"D",0,-1.35128797691055e-05,0.00188238050021125,0.0032336684771218
"close government",3,35,478115,834930,0.000492490439370641,-3.56433230360599e-05,"D",1,-3.56433230360599e-05,0.000627460166737082,0.00419179247034307
"close loophole",27,49,478091,834916,0.967099565488004,-2.2136795784656e-06,"D",0,-2.2136795784656e-06,0.00564714150063373,0.0058685094584803
"close oil",5,21,478113,834944,0.10590273346188,-1.46930853764404e-05,"D",0,-1.46930853764404e-05,0.0010457669445618,0.00251507548220584
"close percent",8,29,478110,834936,0.0893431119486992,-1.79997236412823e-05,"D",0,-1.79997236412823e-05,0.00167322711129888,0.00347319947542711
"close pursuant",0,24,478118,834941,0.00047394563692805,-2.87437197966382e-05,"D",1,-2.87437197966382e-05,0,0.00287437197966382
"close tax",6,43,478112,834922,0.000759053936236646,-3.89499613009018e-05,"D",1,-3.89499613009018e-05,0.00125492033347416,0.00514991646356434
"closed door",42,13,478076,834952,1.77063551485411e-09,7.22749084533457e-05,"R",1,7.22749084533457e-05,0.00878444233431914,0.00155695148898457
"closure realignment",13,31,478105,834934,0.429575427657744,-9.93736417871745e-06,"D",0,-9.93736417871745e-06,0.00271899405586069,0.00371273047373243
"cloture invoke",5,47,478113,834918,0.000108053043011026,-4.58321151561317e-05,"D",1,-4.58321151561317e-05,0.0010457669445618,0.00562897846017498
"cloture motion",44,161,478074,834804,1.21012938693785e-05,-0.000100794962514343,"D",1,-0.000100794962514343,0.00920274911214386,0.0192822453635781
"cloture rule",0,26,478118,834939,0.000257418185104556,-3.11390297796914e-05,"D",1,-3.11390297796914e-05,0,0.00311390297796914
"cloture vote",44,107,478074,834858,0.0762565155207099,-3.61215929719066e-05,"D",0,-3.61215929719066e-05,0.00920274911214386,0.0128149084093345
"cluster munition",8,52,478110,834913,0.000342195332243615,-4.55457884463939e-05,"D",1,-4.55457884463939e-05,0.00167322711129888,0.00622780595593827
"coal mine",25,16,478093,834949,0.00189327937277952,3.31258673636647e-05,"R",1,3.31258673636647e-05,0.00522883472280901,0.00191624798644255
"coal miner",2,31,478116,834934,0.00057610043899151,-3.29442369590771e-05,"D",1,-3.29442369590771e-05,0.000418306777824721,0.00371273047373243
"coalition force",7,38,478111,834927,0.00590982547430003,-3.08701524541452e-05,"D",1,-3.08701524541452e-05,0.00146407372238652,0.00455108896780105
"coalition partner",27,22,478091,834943,0.0101534669888051,3.01230051927523e-05,"R",1,3.01230051927523e-05,0.00564714150063373,0.0026348409813585
"coast guard",210,246,477908,834719,2.33167449141026e-05,0.000144598988800416,"R",1,0.000144598988800416,0.0439222116715957,0.0294623127915541
"coburn amendment",26,55,478092,834910,0.489386975586317,-1.14911434167488e-05,"D",0,-1.14911434167488e-05,0.00543798811172137,0.00658710245339625
"coburn senator",27,10,478091,834955,8.54594523087898e-06,4.44948650910714e-05,"R",1,4.44948650910714e-05,0.00564714150063373,0.00119765499152659
"coburn submit",27,62,478091,834903,0.279739672668959,-1.77831944683113e-05,"D",0,-1.77831944683113e-05,0.00564714150063373,0.00742546094746486
"code add",19,87,478099,834878,0.000115787503806547,-6.44568403694649e-05,"D",1,-6.44568403694649e-05,0.00397391438933485,0.0104195984262813
"code amend",302,1050,477816,833915,7.17345751768947e-27,-0.000625894506587592,"D",1,-0.000625894506587592,0.0631643234515329,0.125753774110292
"code apply",9,55,478109,834910,0.000335863793297642,-4.70472195318501e-05,"D",1,-4.70472195318501e-05,0.00188238050021125,0.00658710245339625
"code clarify",12,25,478106,834940,0.739717154191526,-4.84296811868151e-06,"D",0,-4.84296811868151e-06,0.00250984066694833,0.00299413747881648
"code commonly",11,31,478107,834934,0.223856811942303,-1.41204319569647e-05,"D",0,-1.41204319569647e-05,0.00230068727803597,0.00371273047373243
"code exempt",5,21,478113,834944,0.10590273346188,-1.46930853764404e-05,"D",0,-1.46930853764404e-05,0.0010457669445618,0.00251507548220584
"code extend",30,49,478088,834916,0.863615332250731,4.06092208890521e-06,"R",0,4.06092208890521e-06,0.00627460166737082,0.0058685094584803
"code federal",23,66,478095,834899,0.0497513512517341,-3.09399499909121e-05,"D",1,-3.09399499909121e-05,0.00481052794498429,0.0079045229440755
"code fund",0,26,478118,834939,0.000257418185104556,-3.11390297796914e-05,"D",1,-3.11390297796914e-05,0,0.00311390297796914
"code ii",5,24,478113,834941,0.050874735367595,-1.82860503510202e-05,"D",0,-1.82860503510202e-05,0.0010457669445618,0.00287437197966382
"code include",10,43,478108,834922,0.0120167448758343,-3.05838257444074e-05,"D",1,-3.05838257444074e-05,0.00209153388912361,0.00514991646356434
"code ingeneral",3,21,478115,834944,0.0262554676622653,-1.88761531546876e-05,"D",1,-1.88761531546876e-05,0.000627460166737082,0.00251507548220584
"code military",5,26,478113,834939,0.0307475035411023,-2.06813603340733e-05,"D",1,-2.06813603340733e-05,0.0010457669445618,0.00311390297796914
"code official",4,35,478114,834930,0.00124558839201252,-3.35517891469363e-05,"D",1,-3.35517891469363e-05,0.000836613555649442,0.00419179247034307
"code provide",88,132,478030,834833,0.300169564929707,2.59645233613673e-05,"R",0,2.59645233613673e-05,0.0184054982242877,0.015809045888151
"code relate",15,44,478103,834921,0.10549026233508,-2.13238112903159e-05,"D",0,-2.13238112903159e-05,0.00313730083368541,0.005269681962717
"code repeal",16,35,478102,834930,0.546898789871517,-8.45338247745299e-06,"D",0,-8.45338247745299e-06,0.00334645422259777,0.00419179247034307
"code respect",11,31,478107,834934,0.223856811942303,-1.41204319569647e-05,"D",0,-1.41204319569647e-05,0.00230068727803597,0.00371273047373243
"code sec",13,45,478105,834920,0.0376073156827085,-2.67045340600897e-05,"D",1,-2.67045340600897e-05,0.00271899405586069,0.00538944746186966
"code secretary",4,26,478114,834939,0.0147970347840894,-2.27728942231969e-05,"D",1,-2.27728942231969e-05,0.000836613555649442,0.00311390297796914
"code section",29,57,478089,834908,0.684319630526031,-7.61185173243112e-06,"D",0,-7.61185173243112e-06,0.00606544827845846,0.00682663345170157
"code talker",1,32,478117,834933,0.000142148892930923,-3.62334258397273e-05,"D",1,-3.62334258397273e-05,0.000209153388912361,0.00383249597288509
"code tax",25,51,478093,834914,0.60443363178036,-8.792057339766e-06,"D",0,-8.792057339766e-06,0.00522883472280901,0.00610804045678561
"code term",4,32,478114,834933,0.00286670794453233,-2.99588241723565e-05,"D",1,-2.99588241723565e-05,0.000836613555649442,0.00383249597288509
"cold war",58,53,478060,834912,0.000752162506182567,5.78332510182598e-05,"R",1,5.78332510182598e-05,0.0121308965569169,0.00634757145509093
"colleague agree",25,11,478093,834954,7.953467502653e-05,3.91141423212976e-05,"R",1,3.91141423212976e-05,0.00522883472280901,0.00131742049067925
"colleague aisle",124,242,477994,834723,0.340824033063571,-3.0482305698108e-05,"D",0,-3.0482305698108e-05,0.0259350202251327,0.0289832507949435
"colleague congress",15,27,478103,834938,0.99999999999998,-9.63676434363876e-07,"D",0,-9.63676434363876e-07,0.00313730083368541,0.0032336684771218
"colleague congressman",7,21,478111,834944,0.289787675641653,-1.05100175981932e-05,"D",0,-1.05100175981932e-05,0.00146407372238652,0.00251507548220584
"colleague floor",20,46,478098,834919,0.366259340429483,-1.32614518277511e-05,"D",0,-1.32614518277511e-05,0.00418306777824721,0.00550921296102232
"colleague friend",16,76,478102,834889,0.000230265277736077,-5.75572371300432e-05,"D",1,-5.75572371300432e-05,0.00334645422259777,0.00910217793560209
"colleague house",58,94,478060,834871,0.71652613098866,8.72939636566957e-06,"R",0,8.72939636566957e-06,0.0121308965569169,0.01125795692035
"colleague include",7,24,478111,834941,0.157420784750278,-1.41029825727729e-05,"D",0,-1.41029825727729e-05,0.00146407372238652,0.00287437197966382
"colleague introduce",26,8,478092,834957,2.92296399887411e-06,4.4798641185001e-05,"R",1,4.4798641185001e-05,0.00543798811172137,0.000958123993221273
"colleague join",478,998,477640,833967,0.00142256574724476,-0.000195506482542454,"D",1,-0.000195506482542454,0.0999753199001083,0.119525968154354
"colleague oppose",21,28,478097,834937,0.42999625782325,1.03878719088512e-05,"R",0,1.03878719088512e-05,0.00439222116715957,0.00335343397627445
"colleague pass",8,32,478110,834933,0.0462753110307929,-2.15926886158621e-05,"D",1,-2.15926886158621e-05,0.00167322711129888,0.00383249597288509
"colleague recognize",10,25,478108,834940,0.430496725679859,-9.02603589692872e-06,"D",0,-9.02603589692872e-06,0.00209153388912361,0.00299413747881648
"colleague remember",11,24,478107,834941,0.662071617205122,-5.73684701627852e-06,"D",0,-5.73684701627852e-06,0.00230068727803597,0.00287437197966382
"colleague representative",5,27,478113,834938,0.0238166244074461,-2.18790153255999e-05,"D",1,-2.18790153255999e-05,0.0010457669445618,0.0032336684771218
