"bigram","rep_n","dem_n","rep_not","dem_not","ps_pvalue","compare","which","sig","app_ratio","R_ratio","D_ratio"
"student volunteer",41,6,478077,834959,1.34636332443378e-12,7.85669595049083e-05,"R",1,7.85669595049083e-05,0.00857528894540678,0.000718592994915955
"study conduct",28,53,478090,834912,0.818523568471975,-4.91276565544837e-06,"D",0,-4.91276565544837e-06,0.0058562948895461,0.00634757145509093
"study determine",9,23,478109,834942,0.429214425567854,-8.72225980299914e-06,"D",0,-8.72225980299914e-06,0.00188238050021125,0.00275460648051116
"study impact",12,21,478106,834944,0.999999999991113,-5.23481525751444e-08,"D",0,-5.23481525751444e-08,0.00250984066694833,0.00251507548220584
"study require",12,35,478106,834930,0.161939232111859,-1.68195180339474e-05,"D",0,-1.68195180339474e-05,0.00250984066694833,0.00419179247034307
"subchapter chapter",12,87,478106,834878,8.71799983252502e-07,-7.90975775933301e-05,"D",1,-7.90975775933301e-05,0.00250984066694833,0.0104195984262813
"subchapter iii",10,36,478108,834929,0.0554965900464632,-2.22002408037212e-05,"D",0,-2.22002408037212e-05,0.00209153388912361,0.00431155796949573
"subclause ii",14,41,478104,834924,0.121451181594883,-1.98223802048598e-05,"D",0,-1.98223802048598e-05,0.00292814744477305,0.00491038546525902
"subcommittee committee",23,15,478095,834950,0.00349163125447017,3.01404545769441e-05,"R",1,3.01404545769441e-05,0.00481052794498429,0.00179648248728989
"subcommittee hold",30,58,478088,834907,0.732560578781888,-6.71797283483412e-06,"D",0,-6.71797283483412e-06,0.00627460166737082,0.00694639895085423
"subcommittee investigation",4,30,478114,834935,0.00497625713324951,-2.75635141893033e-05,"D",1,-2.75635141893033e-05,0.000836613555649442,0.00359296497457977
"subdivision thereof",1,33,478117,834932,0.000105399506624152,-3.74310808312539e-05,"D",1,-3.74310808312539e-05,0.000209153388912361,0.00395226147203775
"subgroup describe",1,21,478117,834944,0.00391755157548851,-2.30592209329348e-05,"D",1,-2.30592209329348e-05,0.000209153388912361,0.00251507548220584
"subheading degree",0,51,478118,834914,1.45126829896713e-07,-6.10804045678561e-05,"D",1,-6.10804045678561e-05,0,0.00610804045678561
"subheading effect",0,51,478118,834914,1.45126829896713e-07,-6.10804045678561e-05,"D",1,-6.10804045678561e-05,0,0.00610804045678561
"subheading free",34,0,478084,834965,5.17270919016504e-14,7.11121522302026e-05,"R",1,7.11121522302026e-05,0.00711121522302026,0
"subheading hts",0,34,478118,834931,2.29337192354801e-05,-4.07202697119041e-05,"D",1,-4.07202697119041e-05,0,0.00407202697119041
"subheading insert",0,51,478118,834914,1.45126829896713e-07,-6.10804045678561e-05,"D",1,-6.10804045678561e-05,0,0.00610804045678561
"subject applicable",6,27,478112,834938,0.045985954370432,-1.97874814364763e-05,"D",1,-1.97874814364763e-05,0.00125492033347416,0.0032336684771218
"subject authorized",10,23,478108,834942,0.583403016742973,-6.63072591387553e-06,"D",0,-6.63072591387553e-06,0.00209153388912361,0.00275460648051116
"subject call",2,24,478116,834941,0.00451682411296803,-2.4560652018391e-05,"D",1,-2.4560652018391e-05,0.000418306777824721,0.00287437197966382
"subject condition",18,30,478100,834935,0.994661495811755,1.71796025842717e-06,"R",0,1.71796025842717e-06,0.00376476100042249,0.00359296497457977
"subject house",10,42,478108,834923,0.0150677350307229,-2.93861707528808e-05,"D",1,-2.93861707528808e-05,0.00209153388912361,0.00503015096441168
"subject jurisdiction",4,24,478114,834941,0.0252969764039692,-2.03775842401438e-05,"D",1,-2.03775842401438e-05,0.000836613555649442,0.00287437197966382
"subject limitation",8,27,478110,834938,0.135983489481333,-1.56044136582291e-05,"D",0,-1.56044136582291e-05,0.00167322711129888,0.0032336684771218
"subject matter",60,63,478058,834902,0.00582949931051327,5.00397688812411e-05,"R",1,5.00397688812411e-05,0.0125492033347416,0.00754522644661752
"subject nondisclosure",16,36,478102,834929,0.482970323754237,-9.65103746897959e-06,"D",0,-9.65103746897959e-06,0.00334645422259777,0.00431155796949573
"subject paragraph",24,91,478094,834874,0.000759727562067003,-5.87897908899532e-05,"D",1,-5.87897908899532e-05,0.00501968133389665,0.010898660422892
"subject provision",4,48,478114,834917,3.18302428476105e-05,-4.91213040367819e-05,"D",1,-4.91213040367819e-05,0.000836613555649442,0.00574874395932764
"subject regular",21,0,478097,834965,5.57069179892128e-09,4.39222116715957e-05,"R",1,4.39222116715957e-05,0.00439222116715957,0
"subject regulation",9,36,478109,834929,0.032914192006995,-2.42917746928448e-05,"D",1,-2.42917746928448e-05,0.00188238050021125,0.00431155796949573
"subject requirement",15,57,478103,834908,0.00867081571479491,-3.68933261801616e-05,"D",1,-3.68933261801616e-05,0.00313730083368541,0.00682663345170157
"subject section",9,60,478109,834905,9.26475438210739e-05,-5.3035494489483e-05,"D",1,-5.3035494489483e-05,0.00188238050021125,0.00718592994915955
"subject senate",13,49,478105,834916,0.016604609572464,-3.14951540261961e-05,"D",1,-3.14951540261961e-05,0.00271899405586069,0.0058685094584803
"subject subparagraph",10,24,478108,834941,0.502811046771641,-7.82838090540213e-06,"D",0,-7.82838090540213e-06,0.00209153388912361,0.00287437197966382
"subject subsection",12,51,478106,834914,0.00626768618869779,-3.59819978983729e-05,"D",1,-3.59819978983729e-05,0.00250984066694833,0.00610804045678561
"subject tax",0,25,478118,834940,0.000349162734836604,-2.99413747881648e-05,"D",1,-2.99413747881648e-05,0,0.00299413747881648
"subject valid",4,30,478114,834935,0.00497625713324951,-2.75635141893033e-05,"D",1,-2.75635141893033e-05,0.000836613555649442,0.00359296497457977
"subject vote",3,27,478115,834938,0.0048513536390296,-2.60620831038471e-05,"D",1,-2.60620831038471e-05,0.000627460166737082,0.0032336684771218
"submission report",6,25,478112,834940,0.0739274130704213,-1.73921714534231e-05,"D",0,-1.73921714534231e-05,0.00125492033347416,0.00299413747881648
"submit agreement",27,0,478091,834965,2.61443692889627e-11,5.64714150063373e-05,"R",1,5.64714150063373e-05,0.00564714150063373,0
"submit amendment",989,1169,477129,833796,1.11569099645663e-19,0.000668468331248661,"R",1,0.000668468331248661,0.206852701634325,0.140005868509458
"submit annual",19,26,478099,834939,0.512379237856498,8.60011411365714e-06,"R",0,8.60011411365714e-06,0.00397391438933485,0.00311390297796914
"submit application",21,89,478097,834876,0.000236509925000272,-6.26690825742709e-05,"D",1,-6.26690825742709e-05,0.00439222116715957,0.0106591294245867
"submit budget",70,12,478048,834953,9.18380550166882e-20,0.000132035512340333,"R",1,0.000132035512340333,0.0146407372238652,0.00143718598983191
"submit committee",106,209,478012,834756,0.33706549886256,-2.86073009819553e-05,"D",0,-2.86073009819553e-05,0.0221702592247102,0.0250309893229058
"submit congress",140,224,477978,834741,0.448251572494396,2.45400263753484e-05,"R",0,2.45400263753484e-05,0.0292814744477305,0.0268274718101956
"submit congressional",44,119,478074,834846,0.0156220910888451,-5.04934528702257e-05,"D",1,-5.04934528702257e-05,0.00920274911214386,0.0142520943991664
"submit earlier",11,69,478107,834896,4.1969026407514e-05,-5.96313216349751e-05,"D",1,-5.96313216349751e-05,0.00230068727803597,0.00826381944153348
"submit follow",88,195,478030,834770,0.0723179318513107,-4.9487741104808e-05,"D",0,-4.9487741104808e-05,0.0184054982242877,0.0233542723347685
"submit notice",22,13,478096,834952,0.00209926855077953,3.04442306708736e-05,"R",1,3.04442306708736e-05,0.00460137455607193,0.00155695148898457
"submit paragraph",12,52,478106,834913,0.00500685818364773,-3.71796528898995e-05,"D",1,-3.71796528898995e-05,0.00250984066694833,0.00622780595593827
"submit plan",13,36,478105,834929,0.197378680919574,-1.59256391363504e-05,"D",0,-1.59256391363504e-05,0.00271899405586069,0.00431155796949573
"submit president",18,29,478100,834936,0.90674740949376,2.91561524995376e-06,"R",0,2.91561524995376e-06,0.00376476100042249,0.00347319947542711
"submit printing",4,26,478114,834939,0.0147970347840894,-2.27728942231969e-05,"D",1,-2.27728942231969e-05,0.000836613555649442,0.00311390297796914
"submit prior",5,25,478113,834940,0.0396020291679254,-1.94837053425467e-05,"D",1,-1.94837053425467e-05,0.0010457669445618,0.00299413747881648
"submit proclamation",0,39,478118,834926,5.13066646801181e-06,-4.6708544669537e-05,"D",1,-4.6708544669537e-05,0,0.0046708544669537
"submit report",53,152,478065,834813,0.00214551420794922,-7.11922625884907e-05,"D",1,-7.11922625884907e-05,0.0110851296123551,0.0182043558712042
"submit secretary",24,83,478094,834882,0.0036678771193556,-4.92085509577405e-05,"D",1,-4.92085509577405e-05,0.00501968133389665,0.00994053642967071
"submit section",11,33,478107,834932,0.156619122244554,-1.65157419400178e-05,"D",0,-1.65157419400178e-05,0.00230068727803597,0.00395226147203775
"submit student",33,1,478085,834964,7.44143435230516e-13,6.78229633495524e-05,"R",1,6.78229633495524e-05,0.0069020618341079,0.000119765499152659
"submit subparagraph",5,21,478113,834944,0.10590273346188,-1.46930853764404e-05,"D",0,-1.46930853764404e-05,0.0010457669445618,0.00251507548220584
"submit subsection",14,51,478104,834914,0.0181165478949842,-3.17989301201257e-05,"D",1,-3.17989301201257e-05,0.00292814744477305,0.00610804045678561
"submit summary",33,1,478085,834964,7.44143435230516e-13,6.78229633495524e-05,"R",1,6.78229633495524e-05,0.0069020618341079,0.000119765499152659
"submit sundry",34,41,478084,834924,0.137350263584161,2.20082975776124e-05,"R",0,2.20082975776124e-05,0.00711121522302026,0.00491038546525902
"submit write",8,62,478110,834903,2.44400779362731e-05,-5.75223383616598e-05,"D",1,-5.75223383616598e-05,0.00167322711129888,0.00742546094746486
"subparagraph ai",12,42,478106,834923,0.0428020428960541,-2.52031029746336e-05,"D",1,-2.52031029746336e-05,0.00250984066694833,0.00503015096441168
"subparagraph aii",15,28,478103,834937,0.960289554103028,-2.16133142589046e-06,"D",0,-2.16133142589046e-06,0.00313730083368541,0.00335343397627445
"subparagraph apply",9,53,478109,834912,0.000558292223515877,-4.46519095487969e-05,"D",1,-4.46519095487969e-05,0.00188238050021125,0.00634757145509093
"subparagraph ii",7,27,478111,834938,0.0819784879389478,-1.76959475473527e-05,"D",0,-1.76959475473527e-05,0.00146407372238652,0.0032336684771218
"subparagraph include",7,24,478111,834941,0.157420784750278,-1.41029825727729e-05,"D",0,-1.41029825727729e-05,0.00146407372238652,0.00287437197966382
"subparagraph ingeneral",2,22,478116,834943,0.00812982820339752,-2.21653420353378e-05,"D",1,-2.21653420353378e-05,0.000418306777824721,0.0026348409813585
"subparagraph insert",26,102,478092,834863,0.000221041436171449,-6.77809280184985e-05,"D",1,-6.77809280184985e-05,0.00543798811172137,0.0122160809135712
"subparagraph paragraph",32,41,478086,834924,0.23146368508522,1.78252297993652e-05,"R",0,1.78252297993652e-05,0.00669290844519554,0.00491038546525902
"subparagraph secretary",14,67,478104,834898,0.00053553381323951,-5.09614099845511e-05,"D",1,-5.09614099845511e-05,0.00292814744477305,0.00802428844322816
"subparagraph section",20,72,478098,834893,0.00485410744858282,-4.44004816074424e-05,"D",1,-4.44004816074424e-05,0.00418306777824721,0.00862311593899145
"subparagraph strike",83,252,478035,834713,1.24394031050357e-05,-0.000128211745067442,"D",1,-0.000128211745067442,0.0173597312797259,0.0301809057864701
"subparagraph subparagraph",19,41,478099,834924,0.528866088768267,-9.36471075924173e-06,"D",0,-9.36471075924173e-06,0.00397391438933485,0.00491038546525902
"subparagraph term",6,22,478112,834943,0.146685920888317,-1.37992064788434e-05,"D",0,-1.37992064788434e-05,0.00125492033347416,0.0026348409813585
"subparagraphs insert",19,28,478099,834937,0.674276242077675,6.20480413060396e-06,"R",0,6.20480413060396e-06,0.00397391438933485,0.00335343397627445
"subparagraphs paragraph",9,36,478109,834929,0.032914192006995,-2.42917746928448e-05,"D",1,-2.42917746928448e-05,0.00188238050021125,0.00431155796949573
"subpart title",16,30,478102,834935,0.939069718835449,-2.46510751982004e-06,"D",0,-2.46510751982004e-06,0.00334645422259777,0.00359296497457977
"subsaharan africa",22,7,478096,834958,2.41960415474738e-05,3.76301606200332e-05,"R",1,3.76301606200332e-05,0.00460137455607193,0.000838358494068614
"subsection accordance",2,25,478116,834940,0.00336608295335049,-2.57583070099176e-05,"D",1,-2.57583070099176e-05,0.000418306777824721,0.00299413747881648
"subsection add",7,61,478111,834904,1.36134275727693e-05,-5.84162172592568e-05,"D",1,-5.84162172592568e-05,0.00146407372238652,0.0073056954483122
"subsection agency",7,25,478111,834940,0.127182891413836,-1.53006375642995e-05,"D",0,-1.53006375642995e-05,0.00146407372238652,0.00299413747881648
"subsection amend",20,49,478098,834916,0.247294857329169,-1.68544168023308e-05,"D",0,-1.68544168023308e-05,0.00418306777824721,0.0058685094584803
"subsection amount",9,53,478109,834912,0.000558292223515877,-4.46519095487969e-05,"D",1,-4.46519095487969e-05,0.00188238050021125,0.00634757145509093
"subsection apply",37,195,478081,834770,1.45540942256249e-10,-0.000156155969450112,"D",1,-0.000156155969450112,0.00773867538975734,0.0233542723347685
"subsection attorney",5,21,478113,834944,0.10590273346188,-1.46930853764404e-05,"D",0,-1.46930853764404e-05,0.0010457669445618,0.00251507548220584
"subsection carry",2,34,478116,834931,0.000238382307059992,-3.65372019336569e-05,"D",1,-3.65372019336569e-05,0.000418306777824721,0.00407202697119041
"subsection construe",10,25,478108,834940,0.430496725679859,-9.02603589692872e-06,"D",0,-9.02603589692872e-06,0.00209153388912361,0.00299413747881648
"subsection date",8,32,478110,834933,0.0462753110307929,-2.15926886158621e-05,"D",1,-2.15926886158621e-05,0.00167322711129888,0.00383249597288509
"subsection day",5,40,478113,834925,0.000745275792437906,-3.74485302154456e-05,"D",1,-3.74485302154456e-05,0.0010457669445618,0.00479061996610636
"subsection determine",9,21,478109,834944,0.589097014464801,-6.32694981994596e-06,"D",0,-6.32694981994596e-06,0.00188238050021125,0.00251507548220584
"subsection director",1,27,478117,834938,0.000637616271519438,-3.02451508820944e-05,"D",1,-3.02451508820944e-05,0.000209153388912361,0.0032336684771218
"subsection disclose",8,21,478110,834944,0.426742932062464,-8.41848370906956e-06,"D",0,-8.41848370906956e-06,0.00167322711129888,0.00251507548220584
"subsection effect",23,39,478095,834926,0.999999999998066,1.39673478030588e-06,"R",0,1.39673478030588e-06,0.00481052794498429,0.0046708544669537
"subsection eligible",2,21,478116,834944,0.0109038763736045,-2.09676870438112e-05,"D",1,-2.09676870438112e-05,0.000418306777824721,0.00251507548220584
"subsection exceed",4,21,478114,834944,0.0557213104079154,-1.6784619265564e-05,"D",0,-1.6784619265564e-05,0.000836613555649442,0.00251507548220584
"subsection fiscal",6,46,478112,834919,0.000338947956342726,-4.25429262754815e-05,"D",1,-4.25429262754815e-05,0.00125492033347416,0.00550921296102232
"subsection follow",5,45,478113,834920,0.000188166706996014,-4.34368051730786e-05,"D",1,-4.34368051730786e-05,0.0010457669445618,0.00538944746186966
"subsection fund",3,36,478115,834929,0.000369423192624205,-3.68409780275865e-05,"D",1,-3.68409780275865e-05,0.000627460166737082,0.00431155796949573
"subsection heading",11,25,478107,834940,0.577484249777312,-6.93450200780512e-06,"D",0,-6.93450200780512e-06,0.00230068727803597,0.00299413747881648
"subsection ii",16,53,478102,834912,0.0309494505967393,-3.00111723249316e-05,"D",1,-3.00111723249316e-05,0.00334645422259777,0.00634757145509093
"subsection iii",3,21,478115,834944,0.0262554676622653,-1.88761531546876e-05,"D",1,-1.88761531546876e-05,0.000627460166737082,0.00251507548220584
"subsection include",60,186,478058,834779,0.000116860326250699,-9.72717950765296e-05,"D",1,-9.72717950765296e-05,0.0125492033347416,0.0222763828423946
"subsection ingeneral",22,88,478096,834877,0.000504636257335557,-5.93798936936207e-05,"D",1,-5.93798936936207e-05,0.00460137455607193,0.010539363925434
"subsection insert",84,294,478034,834671,1.34133895044337e-08,-0.000176421720822435,"D",1,-0.000176421720822435,0.0175688846686383,0.0352110567508818
"subsection inserting",2,24,478116,834941,0.00451682411296803,-2.4560652018391e-05,"D",1,-2.4560652018391e-05,0.000418306777824721,0.00287437197966382
"subsection matter",16,28,478102,834937,0.999999999994589,-6.97975367668546e-08,"D",0,-6.97975367668546e-08,0.00334645422259777,0.00335343397627445
"subsection obligation",0,30,478118,834935,7.6521874948383e-05,-3.59296497457977e-05,"D",1,-3.59296497457977e-05,0,0.00359296497457977
"subsection paragraph",42,106,478076,834859,0.0516826289328744,-3.91070057586272e-05,"D",0,-3.91070057586272e-05,0.00878444233431914,0.0126951429101819
"subsection percent",2,27,478116,834938,0.00186902338630461,-2.81536169929707e-05,"D",1,-2.81536169929707e-05,0.000418306777824721,0.0032336684771218
"subsection provide",26,78,478092,834887,0.0205147768277494,-3.90372082218604e-05,"D",1,-3.90372082218604e-05,0.00543798811172137,0.00934170893390741
"subsection purpose",10,31,478108,834934,0.150585489369875,-1.62119658460883e-05,"D",0,-1.62119658460883e-05,0.00209153388912361,0.00371273047373243
"subsection redesignated",17,53,478101,834912,0.047222223698544,-2.7919638435808e-05,"D",1,-2.7919638435808e-05,0.00355560761151013,0.00634757145509093
"subsection redesignating",15,57,478103,834908,0.00867081571479491,-3.68933261801616e-05,"D",1,-3.68933261801616e-05,0.00313730083368541,0.00682663345170157
"subsection report",8,34,478110,834931,0.0293778757246346,-2.39879985989152e-05,"D",1,-2.39879985989152e-05,0.00167322711129888,0.00407202697119041
"subsection respect",7,50,478111,834915,0.000263602618526198,-4.52420123524643e-05,"D",1,-4.52420123524643e-05,0.00146407372238652,0.00598827495763295
"subsection sa",23,17,478095,834948,0.00912002381380924,2.77451445938909e-05,"R",1,2.77451445938909e-05,0.00481052794498429,0.0020360134855952
"subsection sec",11,77,478107,834888,5.33678381702713e-06,-6.92125615671879e-05,"D",1,-6.92125615671879e-05,0.00230068727803597,0.00922194343475475
"subsection secretary",59,190,478059,834775,4.04421886662069e-05,-0.00010415394893176,"D",1,-0.00010415394893176,0.0123400499458293,0.0227554448390052
"subsection section",150,518,477968,834447,8.76568564280667e-14,-0.000306655202242233,"D",1,-0.000306655202242233,0.0313730083368541,0.0620385285610774
"subsection sentence",8,22,478110,834943,0.357793432147118,-9.61613870059615e-06,"D",0,-9.61613870059615e-06,0.00167322711129888,0.0026348409813585
"subsection strike",96,293,478022,834672,1.96180805392179e-06,-0.000150125659161425,"D",1,-0.000150125659161425,0.0200787253355866,0.0350912912517291
"subsection subject",3,38,478115,834927,0.000207717643006673,-3.92362880106396e-05,"D",1,-3.92362880106396e-05,0.000627460166737082,0.00455108896780105
"subsection submit",27,71,478091,834894,0.0857848309630261,-2.85620893920506e-05,"D",0,-2.85620893920506e-05,0.00564714150063373,0.0085033504398388
"subsection subparagraph",9,22,478109,834943,0.504597276728854,-7.52460481147255e-06,"D",0,-7.52460481147255e-06,0.00188238050021125,0.0026348409813585
"subsection subsection",53,197,478065,834768,8.08567616581323e-07,-0.000125086737207187,"D",1,-0.000125086737207187,0.0110851296123551,0.0235938033330738
"subsection term",29,127,478089,834838,5.54212496345781e-06,-9.14477011392925e-05,"D",1,-9.14477011392925e-05,0.00606544827845846,0.0152102183923877
"subsection time",3,21,478115,834944,0.0262554676622653,-1.88761531546876e-05,"D",1,-1.88761531546876e-05,0.000627460166737082,0.00251507548220584
"subsection verdate",6,26,478112,834939,0.0583990970411732,-1.85898264449497e-05,"D",0,-1.85898264449497e-05,0.00125492033347416,0.00311390297796914
"subsequent fiscal",2,30,478116,834935,0.000773162634343702,-3.17465819675505e-05,"D",1,-3.17465819675505e-05,0.000418306777824721,0.00359296497457977
"subsequently sign",11,23,478107,834942,0.753780982393485,-4.53919202475193e-06,"D",0,-4.53919202475193e-06,0.00230068727803597,0.00275460648051116
"subsidized employment",0,37,478118,834928,9.32923640011946e-06,-4.43132346864839e-05,"D",1,-4.43132346864839e-05,0,0.00443132346864839
"subsidy oil",18,94,478100,834871,1.21083883980496e-05,-7.49319591992746e-05,"D",1,-7.49319591992746e-05,0.00376476100042249,0.01125795692035
"subsistence pay",0,22,478118,834943,0.000875327678899034,-2.6348409813585e-05,"D",1,-2.6348409813585e-05,0,0.0026348409813585
"substance abuse",57,114,478061,834851,0.44892157273774,-1.73152373539858e-05,"D",0,-1.73152373539858e-05,0.0119217431680046,0.0136532669034031
"substance disorder",38,5,478080,834960,4.43208687131101e-12,7.34900128290641e-05,"R",1,7.34900128290641e-05,0.0079478287786697,0.000598827495763295
"substantial credible",3,21,478115,834944,0.0262554676622653,-1.88761531546876e-05,"D",1,-1.88761531546876e-05,0.000627460166737082,0.00251507548220584
"substantial entity",19,24,478099,834941,0.367588407336268,1.09954240967103e-05,"R",0,1.09954240967103e-05,0.00397391438933485,0.00287437197966382
"substitute amendment",15,81,478103,834884,3.67887538078465e-05,-6.56370459767998e-05,"D",1,-6.56370459767998e-05,0.00313730083368541,0.00970100543136539
"substitute date",0,30,478118,834935,7.6521874948383e-05,-3.59296497457977e-05,"D",1,-3.59296497457977e-05,0,0.00359296497457977
"substitute percent",0,21,478118,834944,0.00119116883773933,-2.51507548220584e-05,"D",1,-2.51507548220584e-05,0,0.00251507548220584
"subtitle title",196,146,477922,834819,1.50425717634442e-15,0.000235083013505344,"R",1,0.000235083013505344,0.0409940642268227,0.0174857628762882
"success future",68,27,478050,834938,2.26576875860988e-12,0.000109887619689187,"R",1,0.000109887619689187,0.0142224304460405,0.0032336684771218
"success story",33,46,478085,834919,0.382528275745271,1.39284887308558e-05,"R",0,1.39284887308558e-05,0.0069020618341079,0.00550921296102232
"successful business",22,27,478096,834938,0.277438526991103,1.36770607895014e-05,"R",0,1.36770607895014e-05,0.00460137455607193,0.0032336684771218
"successful career",18,40,478100,834925,0.474816689679855,-1.02585896568387e-05,"D",0,-1.02585896568387e-05,0.00376476100042249,0.00479061996610636
"successful effort",6,22,478112,834943,0.146685920888317,-1.37992064788434e-05,"D",0,-1.37992064788434e-05,0.00125492033347416,0.0026348409813585
"successful program",10,28,478108,834937,0.260649752994435,-1.26190008715085e-05,"D",0,-1.26190008715085e-05,0.00209153388912361,0.00335343397627445
"successfully complete",21,18,478097,834947,0.0360519378408844,2.23644218241171e-05,"R",1,2.23644218241171e-05,0.00439222116715957,0.00215577898474786
"successfully prosecute",0,30,478118,834935,7.6521874948383e-05,-3.59296497457977e-05,"D",1,-3.59296497457977e-05,0,0.00359296497457977
"successor thereto",29,18,478089,834947,0.000557006999285343,3.90966929371059e-05,"R",1,3.90966929371059e-05,0.00606544827845846,0.00215577898474786
"suffer asthma",0,22,478118,834943,0.000875327678899034,-2.6348409813585e-05,"D",1,-2.6348409813585e-05,0,0.0026348409813585
"suggest absence",469,680,477649,834285,0.00210737254283895,0.000166523999760889,"R",1,0.000166523999760889,0.0980929393998971,0.0814405394238082
"suicide intervention",21,0,478097,834965,5.57069179892128e-09,4.39222116715957e-05,"R",1,4.39222116715957e-05,0.00439222116715957,0
"sum carry",4,25,478114,834940,0.019363710002693,-2.15752392316704e-05,"D",1,-2.15752392316704e-05,0.000836613555649442,0.00299413747881648
"sum money",16,23,478102,834942,0.665441478554187,5.9184774208661e-06,"R",0,5.9184774208661e-06,0.00334645422259777,0.00275460648051116
"summa cum",7,23,478111,834942,0.193940303625373,-1.29053275812464e-05,"D",0,-1.29053275812464e-05,0.00146407372238652,0.00275460648051116
"summary congressionalrecordto",33,0,478085,834965,1.25694072876345e-13,6.9020618341079e-05,"R",1,6.9020618341079e-05,0.0069020618341079,0
"summary follow",33,0,478085,834965,1.25694072876345e-13,6.9020618341079e-05,"R",1,6.9020618341079e-05,0.0069020618341079,0
"summer employment",0,25,478118,834940,0.000349162734836604,-2.99413747881648e-05,"D",1,-2.99413747881648e-05,0,0.00299413747881648
"sunday school",27,22,478091,834943,0.0101534669888051,3.01230051927523e-05,"R",1,3.01230051927523e-05,0.00564714150063373,0.0026348409813585
"sundry nomination",34,41,478084,834924,0.137350263584161,2.20082975776124e-05,"R",0,2.20082975776124e-05,0.00711121522302026,0.00491038546525902
"super bowl",5,38,478113,834927,0.00128597919927654,-3.50532202323924e-05,"D",1,-3.50532202323924e-05,0.0010457669445618,0.00455108896780105
"superior court",34,46,478084,834919,0.309855536179168,1.60200226199794e-05,"R",0,1.60200226199794e-05,0.00711121522302026,0.00550921296102232
"supplemental appropriation",10,99,478108,834866,6.22866630758337e-09,-9.76525052698964e-05,"D",1,-9.76525052698964e-05,0.00209153388912361,0.0118567844161133
"supplemental nutrition",6,24,478112,834941,0.0932605849733469,-1.61945164618966e-05,"D",0,-1.61945164618966e-05,0.00125492033347416,0.00287437197966382
"supplemental security",5,26,478113,834939,0.0307475035411023,-2.06813603340733e-05,"D",1,-2.06813603340733e-05,0.0010457669445618,0.00311390297796914
"supply chain",35,93,478083,834872,0.0413126428504006,-3.81782280926468e-05,"D",1,-3.81782280926468e-05,0.00732036861193262,0.0111381914211973
"supply demand",32,27,478086,834938,0.00672292586498968,3.45923996807374e-05,"R",1,3.45923996807374e-05,0.00669290844519554,0.0032336684771218
"supply project",25,1,478093,834964,8.9524080589031e-10,5.10906922365635e-05,"R",1,5.10906922365635e-05,0.00522883472280901,0.000119765499152659
"supply service",1,23,478117,834942,0.00213452051019267,-2.5454530915988e-05,"D",1,-2.5454530915988e-05,0.000209153388912361,0.00275460648051116
"support act",12,29,478106,834936,0.430503113627404,-9.63358808478788e-06,"D",0,-9.63358808478788e-06,0.00250984066694833,0.00347319947542711
"support activity",9,37,478109,834928,0.0263245966614555,-2.54894296843714e-05,"D",1,-2.54894296843714e-05,0.00188238050021125,0.00443132346864839
"support administration",11,22,478107,834943,0.851938658143214,-3.34153703322534e-06,"D",0,-3.34153703322534e-06,0.00230068727803597,0.0026348409813585
"support amendment",146,118,477972,834847,2.69007360980556e-10,0.000164040658811909,"R",1,0.000164040658811909,0.0305363947812046,0.0141323289000138
"support america",6,24,478112,834941,0.0932605849733469,-1.61945164618966e-05,"D",0,-1.61945164618966e-05,0.00125492033347416,0.00287437197966382
"support american",44,50,478074,834915,0.0468426516144847,3.21447415451091e-05,"R",1,3.21447415451091e-05,0.00920274911214386,0.00598827495763295
"support balanced",29,8,478089,834957,2.83117157948283e-07,5.10732428523718e-05,"R",1,5.10732428523718e-05,0.00606544827845846,0.000958123993221273
"support bill",104,140,478014,834825,0.0511821859033018,4.98478256551322e-05,"R",0,4.98478256551322e-05,0.0217519524468855,0.0167671698813723
"support bipartisan",27,31,478091,834934,0.141982486948586,1.9344110269013e-05,"R",0,1.9344110269013e-05,0.00564714150063373,0.00371273047373243
"support business",14,44,478104,834921,0.0708839585525969,-2.34153451794395e-05,"D",0,-2.34153451794395e-05,0.00292814744477305,0.005269681962717
"support child",12,36,478106,834929,0.135395545181385,-1.8017173025474e-05,"D",0,-1.8017173025474e-05,0.00250984066694833,0.00431155796949573
"support committee",2,21,478116,834944,0.0109038763736045,-2.09676870438112e-05,"D",1,-2.09676870438112e-05,0.000418306777824721,0.00251507548220584
"support community",20,49,478098,834916,0.247294857329169,-1.68544168023308e-05,"D",0,-1.68544168023308e-05,0.00418306777824721,0.0058685094584803
"support confirmation",7,21,478111,834944,0.289787675641653,-1.05100175981932e-05,"D",0,-1.05100175981932e-05,0.00146407372238652,0.00251507548220584
"support continue",16,24,478102,834941,0.758596584361958,4.72082242933951e-06,"R",0,4.72082242933951e-06,0.00334645422259777,0.00287437197966382
"support cost",1,39,478117,834926,1.76218579472894e-05,-4.46170107804134e-05,"D",1,-4.46170107804134e-05,0.000209153388912361,0.0046708544669537
"support cut",23,25,478095,834940,0.13192838976572,1.81639046616782e-05,"R",0,1.81639046616782e-05,0.00481052794498429,0.00299413747881648
"support democrat",10,30,478108,834935,0.181655825689912,-1.50143108545617e-05,"D",0,-1.50143108545617e-05,0.00209153388912361,0.00359296497457977
"support department",8,22,478110,834943,0.357793432147118,-9.61613870059615e-06,"D",0,-9.61613870059615e-06,0.00167322711129888,0.0026348409813585
